,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,avg_vote_10,avg_vote_100,avg_vote_1000,decade
47985,tt0465963,1:01,1:01,2006,1/27/2006,Drama,92,"Denmark, UK",Danish,Annette K. Olesen,Kim Fupz Aakeson,Sigma Films,"Mohammed Al-Bakier, Joy K. Petersen, Anette St¯velb‡¶k, Helle Hertz, Subhi Hassan, Brian Lentz, Jonas Busekist, Paw Henriksen, Rose Copty, Hassim Al-Dogom, Thomas Kirschner, Khadije Nasser, Ahmed El-Daoud, Muhammed Samhi, Vasko Magdalinas","In a Copenhagen suburb the 19-year-old Per is found unconscious after having been badly beaten up. He is taken to hospital in a coma. The police have no clues, but the air is thick with ...",5.9,302,NA,NA,"$34,061 ",NA,3,11,5.9,84.97912,590,2000 - 2010
78825,tt5834036,1:54,1:54,2016,3/15/2017,"Drama, Sport",106,Canada,French,Yan England,Yan England,CinÈmaginaire Inc.,"Antoine Olivier Pilon, Sophie NÈlisse, Lou-Pascal Tremblay, David Boutin, Patrice Godin, Robert Naylor, Anthony Therrien, Guillaume Gauthier, Irdens Exantus, Karl-Antoine Suprice, Laurie-Jade Rochon, Benoit Finley, RenÈe Cossette, …mile Mailhiot, Ariane Jeudy","Tim, a shy 16 years old athlete, is both brilliant and talented. But the pressure he undergoes pushes him to the edge, where human limits reach the point of no return.",6.6,1335,NA,NA,NA,46,19,14,6.6,90.27389,660,2010 - 2020
52278,tt1002561,2:13,2:13,2009,4/25/2009,"Drama, Mystery, Thriller",96,USA,English,Charles Adelman,Mark Thompson,Anthem Pictures,"Mark Thompson, Mark Pellegrino, Teri Polo, Kevin Pollak, Dwight Yoakam, Patrick J. Adams, Jaime Alba, Jere Burns, E.J. Callahan, Deborah Carson, Rick Chambers, Greg Cromer, Don Danielson, Jonathan Decker, Kim Delgado","A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must ...",4.9,1120,"$3,500,000 ",NA,NA,NA,14,3,4.9,66.06999,490,2000 - 2010
56147,tt1261041,2:22,2:22,2008,12/21/2010,"Crime, Drama, Thriller",104,Canada,English,Phillip Guzman,"Mick Rossi, Phillip Guzman",Lab4 Productions,"Mick Rossi, Robert Miano, Aaron Gallagher, Jorge A. Jimenez, Peter Dobson, Val Kilmer, Bruce Kirby, Sile Bermingham, Sean Power, Luis Caldeira, Brian Foyster, Eric Shani, Tom Knight, Laura McLean, Cheryl Meyer","The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit.",5.2,1290,NA,NA,NA,NA,19,5,5.2,69.39763,520,2000 - 2010
54372,tt1131724,2:22,2:22,2017,6/29/2017,"Drama, Mystery, Sci-Fi",98,"Australia, USA",English,Paul Currie,"Todd Stein, Todd Stein",2929 Productions,"Michiel Huisman, Teresa Palmer, Sam Reid, John Waters, Kerry Armstrong, Richard Davies, Maeve Dermody, Remy Hii, Simone Kessell, Mitchell Butel, Barry Quin, Zara Michales, Nancy Denis, Duncan Ragg, Jessica Clarke","A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",5.8,19143,NA,$422 ,"$3,945,729 ",NA,125,33,5.8,82.91405,580,2010 - 2020
48286,tt0472582,2:37,2:37,2006,8/17/2006,Drama,95,Australia,English,Murali K. Thalluri,Murali K. Thalluri,Kojo Pictures,"Teresa Palmer, Frank Sweet, Sam Harris, Charles Baird, Joel Mackenzie, Marni Russo, Clementine Mellor, Sarah Hudson, Gary Sweet, Amy Schapel, Xavier Samuel, Chris Olver, Camille Qurban, Olivia Furlong, Daniel Whyte","At 2:37, someone commits suicide in the school lavatory. The day is told up to that point from the viewpoint of six different students.",6.8,6918,AUD 1000000,NA,"$446,125 ",NA,77,42,6.8,96.92075,680,2000 - 2010
22373,tt0090564,3:15,3:15,1986,1/31/1986,"Crime, Drama, Thriller",86,USA,English,Larry Gross,"Sam Bernard, Michael Jacobs",Romax Productions,"Adam Baldwin, Jesse Aragon, Rene Auberjonois, Bradford Bancroft, Wendy Barry, Joseph Brutsman, John Scott Clough, Wayne Crawford, Danny De La Paz, Lori Eastside, Jeb Ellis-Brown, Deborah Foreman, Panchito GÛmez, Nancy Locke, Ed Lauter",Violent crime is routine. Organized drug trade runs rampant in the face of powerless authority. And a vicious street gang holds dominion with a savage reign of terror. Welcome to Lincoln ...,5.7,574,NA,NA,NA,NA,10,17,5.7,80.07208,570,1980 - 1990
73892,tt4161376,3:15 AM,3:15 AM,2018,10/31/2018,Horror,95,France,"French, Chinese, English","Fabien Delage, Nicolas Delage","Fabien Delage, Deuf",Fright House Pictures,"Nathalie Couturier, Soraya A., Laura Ogier, Christophe Battarel, Marie Christine Phan, FranÁois Phan, Yoke Wah Phan, Simone Nguyen, Liam Lavalley, Lucas Lesbre, Nicolas Delage, Marie Tixier, Lola Dubus, Nicolas Lancelin, LÈo Pochat",The First French Found Footage Horror Anthology.,5.7,277,NA,NA,NA,NA,5,NA,5.7,82.51381,570,2010 - 2020
50369,tt0822785,3:19,3:19,2008,6/20/2008,Drama,90,"Spain, Mexico",Spanish,Dany Saadia,"Dany Saadia, Alejandro ValdÈs",Fabrica Interactiva Films,"Miguel ‡Ångel Silvestre, FÈlix GÛmez, B·rbara Goenaga, Diana Bracho, Alexandra De La Mora, Juan D‡≠az, Pepe Galotto, SalomÈ JimÈnez, Jorge Lan, Luis Mottola","What if everything in life was down to chance? What if we couldn't escape fate? What do Galois, Bauhaus and The Unbearable Lightness of Being have in common? What if the sweat in our brow ...",5.5,105,NA,NA,"$498,453 ",NA,1,2,5.5,77.4951,550,2000 - 2010
49333,tt0497877,4:30,4:30,2005,6/29/2006,Drama,93,Singapore,"Korean, Mandarin, English",Royston Tan,"Royston Tan, Liam Yeo",NHK,"Young-jun Kim, Andrew Seow, Xiao Li Yuan","""""4:30"""" traces the relationship between Xiao Wu, an eleven year old Chinese Boy and his tenant Jung, a thirty-something Korean man. Told entirely from the perspective of the boy, Xiao Wu, ...",6.7,494,"$400,000 ",NA,$935 ,NA,5,23,6.7,91.09823,670,2000 - 2010
69758,tt3086078,4:48,4:48,2014,2/22/2017,Drama,88,France,French,Jacky Katu,Jacky Katu,Les Illuminations,"AurÈlie Houguenade, Jean-Marie Galey, David Chausse, Ynda Schulberg, Marie Menges, Charlotte Schioler, Matt Gras","A young, aspiring actress finds the role of a lifetime, but she becomes so obsessed with her new role as Sarah Kane that she begins exploring her sexuality and provoking extremes in her personal life.",4.7,209,NA,NA,NA,NA,1,4,4.7,65.37417,470,2010 - 2020
75432,tt4685626,6:15,6:16,2015,8/24/2018,"Action, Horror, Thriller",83,"Canada, USA",English,Ben Samuels,"Ben Samuels, Ben Samuels",615 The Movie,"Rosebud Baker, Matt Riker, Ben Samuels, Montana Marks, Amy Rutledge, Jonas Parker, Carol Anne Raffa, Bradford How, Peter Delaurier, Dan McGlaughlin, Ryan Haagen, Matt Hedrick, Kaderra Robinson, Rocco Carriero, Ryan Allen","An emotionally damaged couple try to survive a viral outbreak on an isolated farm in this innovative, immersive one-shot, real-time POV zombie thriller.",4,119,NA,NA,NA,NA,5,4,4,51.78596,400,2010 - 2020
79253,tt5979312,7:19,7:19,2016,9/23/2016,"Drama, History",94,Mexico,Spanish,Jorge Michel Grau,"Alberto Chimal, Jorge Michel Grau",Alameda Films,"Carmen Beato, Demi·n Bichir, HÈctor Bonilla, Octavio Michel, Azalia Ortiz, Oscar Serrano","It was 7:19 am when Mexico City was hit by the most devastating earthquake in the history of that country. In """"7:19"""", a handful of survivors from different social classes try to stay alive while they wait to be rescued.",6,536,MXN 12000000,NA,NA,NA,6,NA,6,84.16662,600,2010 - 2020
64043,tt2048688,8:46,8:46,2011,9/4/2012,Drama,55,USA,English,Jennifer Kirabo,Jennifer Kirabo,Forget Me Not Productions,"Shelly Shenoy, Mike DiGiacinto, Lizzy Plimpton, Jzaneen Damji, Laurie Dawn, Todd Lewis, Buzz Roddy, Jason Altman, Ray Fonseca, Jennifer Kirabo, Yoshi Amao, Jody Lyn Flynn, Taryn Devito, Wesley Tunison, Timothy Weinert","A glimpse into the lives of an ensemble of characters leading up to the moment the world changed forever - 8:46 a.m. Tuesday September 11, 2001.",5.8,342,"$25,000 ",NA,NA,NA,8,6,5.8,81.82929,580,2010 - 2020
57340,tt1361326,9:06,9:06,2009,8/1/2009,"Drama, Thriller",71,"Slovenia, Germany",Slovenian,Igor Sterk,"Sinisa Dragin, Igor Sterk",A.A.C. Production,"Igor Samobor, Silva Cusin, Labina Mitevska, Pavle Ravnohrib, Gregor Bakovic, Jana Zupancic, Iva Markovic, Vesna Pernacic, Ivanka Mezan, Matija Vastl, Olga Kacjan, Slavica Sabanovic, Jure Henigman, Kristjan Gucek, Peter Harl","A police inspector investigates an unusual suicide case. The investigation develops into an obsession, inspector starts living in the apartment of the deceased, digging through his life and gradually taking over his identity.",5.5,308,EUR 1500000,NA,NA,NA,1,4,5.5,83.70743,550,2000 - 2010
38778,tt0259822,0.45,0.45,2006,11/30/2006,"Crime, Drama, Thriller",101,USA,English,Gary Lennon,Gary Lennon,Media Talent Group,"Milla Jovovich, Angus Macfadyen, Stephen Dorff, Aisha Tyler, Sarah Strange, Vincent Laresca, Tony Munch, Kay Hawtrey, John Robinson, Tim Eddis, Hardee T. Lineham, Dawn Greenhalgh, Nola Augustson, John Gordon, Shawn Campbell","A story of how obsession, addiction and abuse cause a young woman to execute an elaborate plan of revenge.",5.6,7967,"$5,000,000 ",NA,"$171,339 ",NA,72,27,5.6,80.2069,560,2000 - 2010
44997,tt0396401,11:11 - La paura ha un nuovo numero,11:11,2004,6/2/2006,"Horror, Thriller",95,Canada,English,Micheal Bafaro,"Micheal Bafaro, Micheal Bafaro",Evolution Pictures,"Laura Mennell, Paul Dzenkiw, Christie Will Wolf, Kristina Copeland, Cathy Weseluck, Chris Harrison, Michael St. John Smith, Matt Bellefleur, Amy Adamson, Laura Jayne McDonald, Jane Sowerby, Glenn Ennis, Ingrid Libera, Jennifer Bishop, Samantha Joy","A troubled young woman, haunted by her mother's ghost, is suddenly confronted by paranormal events which are wreaking havoc on her small college town. She struggles to understand the meaning of these supernatural events...",3.6,1270,CAD 1200000,NA,"$29,198 ",NA,33,8,3.6,50.20827,360,2000 - 2010
42404,tt0331811,Ore 11:14 - Destino fatale,11:14,2003,8/20/2004,"Crime, Drama, Mystery",86,"USA, Canada",English,Greg Marcks,Greg Marcks,MDP Worldwide,"Henry Thomas, Blake Heron, Barbara Hershey, Clark Gregg, Hilary Swank, Shawn Hatosy, Stark Sands, Colin Hanks, Ben Foster, Patrick Swayze, Rachael Leigh Cook, Jason Segel, Rick Gomez","The events leading up to an 11:14 p.m. car crash, from five very different perspectives.",7.2,44292,"$6,000,000 ",NA,"$3,810,792 ",65,144,71,7.2,105.6035,720,2000 - 2010
74164,tt4250438,11:55,11:55,2016,6/9/2017,"Crime, Drama",80,USA,English,"Ari Issler, Ben Snyder","Victor Almanzar, Ari Issler",Gigi Films,"Victor Almanzar, Shirley Rumierk, Elizabeth Rodriguez, Robin de Jesus, Mike Carlsen, Goya Robles, Dominic ColÛn, John Leguizamo, Smarlin Hernandez, Kareem Savinon, Johnny Rivera, John Rafael Peralta, Jaime Lincoln Smith, Erick Betancourt, LaVonda Elam","Returning to his hometown, US Marine Nelson Sanchez finds himself trapped by the violent past he had tried to escape.",4.9,496,NA,NA,NA,NA,8,6,4.9,69.16428,490,2010 - 2020
48270,tt0472254,11:59 - Sfida contro il tempo,11:59,2005,3/18/2009,"Mystery, Sci-Fi, Thriller",102,USA,English,Jamin Winans,Jamin Winans,Double Edge Films,"Raymond Andrew Bailey, Laura Fuller, Megan Heffernan, Liz Cunningham, Christopher Soren Kelly, Jonny Hayz II, Rosa Vasquez, Crista Benavidez, Rafael Hern·ndez, Steef Sealy, Shelley Krause, Marco Helson, Daniel S. Ehrlich, Samara Frame, Tanner Howard",A jaded yet driven news photojournalist wakes up in the middle of nowhere and tries to piece together the events of the last 24 hours,5.7,412,NA,NA,NA,NA,12,5,5.7,76.38494,570,2000 - 2010
64542,tt2100376,23:59,23:59,2011,11/3/2011,Horror,78,Singapore,Mandarin,Gilbert Chan,Gilbert Chan,Gorylah Pictures,"Tedd Chan, Stella Chung, Philip Hersh, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim","An army recruit was found dead during a 24km road march. After the death of the recruit, strange things started to happen, haunting all the soldiers in the barracks.",4.6,802,"$600,000 ",NA,"$1,208,479 ",NA,13,27,4.6,66.24549,460,2010 - 2020
45470,tt0408060,1,1,2009,11/5/2009,"Sci-Fi, Thriller",91,Hungary,Hungarian,Pater Sparrow,"Judit GÛcz·n, BÈla Hamvas",Cameofilm,"Zolt·n Mucsi, L·szlÛ SinkÛ, P·l M·csai, Vica Kerekes, Bal·zs Czukor, Zolt·n Bal·zs, M·tÈ Haumann, Krzysztof Rogacewicz, Zolt·n Berzsenyi, Krisztina B‡≠rÛ, PÈter Kalm·r, Istv·n Maszlay, Andr·s Dˆmˆtˆr, Andr·s M·r, Bence M·tÈ","A bookshop renowned for its rare works is mysteriously and completely filled with copies of a book entitled 1, which doesn't appear to have a publisher or author.",6,462,NA,NA,NA,NA,1,10,6,83.91377,600,2000 - 2010
66999,tt2395385,Plus One,1,2013,10/24/2013,"Romance, Sci-Fi, Thriller",96,USA,English,Dennis Iliadis,"Dennis Iliadis, Bill Gullo",Process Films,"Rhys Wakefield, Logan Miller, Ashley Hinshaw, Natalie Hall, Rohan Kymal, Adam David Thompson, Ronald Ogden, Bernard David Jones, Brad Mills, April Billingsley, Peter Luis Zimmerman, Josh Warren, Chelsea Hayes, Joey Nappo, Marla Malcolm","Three college friends hit the biggest party of the year, where a mysterious phenomenon disrupts the night, quickly descending into a chaos that challenges their friendships - and whether they can stay alive.",5.5,7673,NA,NA,NA,60,39,75,5.5,75.04054,550,2010 - 2020
76687,tt5080556,2,2,2018,11/29/2018,"Action, Sci-Fi",148,India,"Hindi, Tamil",S. Shankar,"Jayamohan, Lakshmi Saravanakumar",Dakshaa,"Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain, Sudhanshu Pandey, Kalabhavan Shajohn, Ananth Narayan Mahadevan, Mayilsamy, Ishari Ganesh, Kaizaad Kotwal, Bharath Reddy, Maya S. Krishnan, Joy Badlani, Mayur Bansiwal, Mayur Bansiwal","After mobiles start mysteriously flying out of the hands of people in Chennai, Dr Vaseegaran summons his trusted robot Chitti to ward off the bird-shaped supernatural powers of Pakshirajan.",6.3,20351,INR 5420000000,"$4,152,000 ","$36,945,969 ",NA,800,43,6.3,88.95472,630,2010 - 2020
58914,tt1517177,3,3,2010,12/23/2010,"Comedy, Drama, Romance",119,Germany,"German, English",Tom Tykwer,Tom Tykwer,X-Filme Creative Pool,"Sophie Rois, Sebastian Schipper, Devid Striesow, Angela Winkler, Annedore Kleist, Alexander Hˆrbe, Winnie Bˆwe, Hans-Uwe Bauer, Carina Wiese, Dominique Chiout, Marita Hueber, Michael Gerber, Thomas Neumann, Cornelius Schwalm, Edgar M. Bˆhlke","A Berlin-set drama centered on a 40-something couple who, separately, fall in love with the same man.",6.7,4904,NA,"$59,954 ","$3,484,446 ",55,21,77,6.7,100.0822,670,2010 - 2020
64746,tt2123129,3,3,2012,3/30/2012,"Drama, Mystery, Romance",145,India,"Tamil, Telugu",Aishwarya Dhanush,Aishwarya Dhanush,R.K Productions,"Dhanush, Shruti Haasan, Prabhu, Bhanupriya, Rohini, Sivakarthikeyan, Sunder Ramu, Badava Gopi, Baby Gabriella, Sunita Gogoi, Jeeva Ravi","Ram and Janani's three stages of love - their attraction for each other during their school days, their love at college days, and the relationship when they mature, are explored in this romantic tale.",7.2,3960,INR 220000000,NA,NA,NA,33,9,7.2,99.80167,720,2010 - 2020
66824,tt2379653,3,3,2012,4/20/2012,"Comedy, Drama",115,"Uruguay, Argentina, Germany",Spanish,Pablo Stoll,"Gonzalo Delgado, Gonzalo Delgado",Ctrl Z Films,"Humberto De Vargas, Sara Bessio, Anaclara Ferreyra Palfy, NÈstor Guzzini, Mat‡≠as Ganz, Carolina CenturiÛn, InÈs Bortagaray, Santiago Pedrero, Fabi·n Arenillas","Ana, an enterprising teenager, is living through a decisive moment in her life. Her divorced parents seem at a turning point as well. 3 is a comedy about three people doomed to the same absurd fate: being a family.",6.2,112,NA,NA,"$23,922 ",NA,NA,13,6.2,88.4545,620,2010 - 2020
78190,tt5618160,3,3,2017,10/26/2017,"Horror, Mystery, Thriller",80,USA,English,Lou Simon,Lou Simon,White Lotus Productions,"Todd Bruno, Aniela McGuinness, Mike Stanley, Jim Adams, Katie Carpenter","A man and a woman kidnap her rapist in order to extract a confession, come hell or - hell.",4.2,212,NA,NA,NA,NA,13,27,4.2,63.82821,420,2010 - 2020
27823,tt0109001,6,6,1994,9/1/1994,"Romance, Drama",87,Netherlands,Dutch,Theo van Gogh,"Johan Doesburg, Johan Doesburg",Dino Filmprodukties,"Ariane Schluter, Ad van Kempen","Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a ...",6.2,588,NA,NA,NA,NA,5,3,6.2,84.84481,620,1990 - 2000
49162,tt0493101,8,8,2008,10/23/2008,Drama,100,"France, Switzerland, Germany","French, English","Jane Campion, Gael Garc‡≠a Bernal","Regine Abadia, Jane Campion",LDM Productions,"Nigist Anteneh, Tefera Gizaw, Fekadu Kebede, Ingvar Sigurdsson, Hringur Ingvarsson, Dieudonne Ilboudo, Konkona Sen Sharma, Ranvir Shorey, Birsa Chatterjee, Alice Englert, Tintin Marova Kelly, Isidore Tillers, Harry Greenwood, GeneviËve Lemon, Miranda Jakich","8 shorts centered around 8 themes directed by 8 famous film directors involved and sharing their opinion on progress, on the set-backs and the challenges our planet faces today.",5.9,796,EUR 4000000,NA,NA,NA,1,5,5.9,87.03992,590,2000 - 2010
82330,tt7320482,8,8,2019,7/20/2019,Horror,100,South Africa,"English, Tswana",Harold Holscher,"Harold Holscher, Johannes Ferdinand Van Zyl",Man Makes a Picture Productions,"Tshamano Sebe, Inge Beckmann, Keita Luna, Garth Breytenbach, Chris April, Luxolo Ndabedi, Owam Amey, Sindiwe Magona, Graham Clarke, Eve Maxagazo, Andy Crawford, Jac Williams, Andries Brink, Maphiko Ncedani, Sibusiso Njonga","An old man, fated to collect souls for eternity, seeks atonement after trading his daughter's soul.",6.5,1503,NA,NA,"$122,326 ",NA,18,37,6.5,94.93381,650,2010 - 2020
42759,tt0342012,9,9,2002,11/15/2002,"Crime, Mystery, Drama",91,Turkey,Turkish,‡úmit ‡únal,‡úmit ‡únal,PToT Films,"Ali Poyrazoglu, Cezmi Baskin, Serra Yilmaz, Fikret Kuskan, Ozan G¸ven, Esin Pervane, Rafa Radomisli",Cops question six people about the rape and murder of a beautiful vagrant,7.7,1584,NA,NA,NA,NA,6,1,7.7,108.7115,770,2000 - 2010
48250,tt0472033,9,9,2009,9/9/2009,"Animation, Action, Adventure",79,USA,English,Shane Acker,"Pamela Pettler, Shane Acker",Focus Features,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover, Jennifer Connelly, Fred Tatasciore, Elijah Wood, Alan Oppenheimer, Tom Kane, Helen Wilson",A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,7.1,131029,"$30,000,000 ","$31,749,894 ","$48,428,063 ",60,271,276,7.1,101.7382,710,2000 - 2010
49833,tt0790799,$9.99 ,$9.99 ,2008,9/17/2009,"Animation, Drama, Fantasy",78,"Israel, Australia",English,Tatia Rosenthal,"Etgar Keret, Etgar Keret",Lama Films,"Geoffrey Rush, Anthony LaPaglia, Samuel Johnson, Barry Otto, Joel Edgerton, Claudia Karvan, Ben Mendelsohn, Leeanna Walsman, Jamie Katsamatsas, Brian Meegan, Roy Billing, David Field, Leon Ford, Tom Budge, Henry Nixon",A stop-motion animated story about people living in a Sydney apartment complex looking for meaning in their lives.,6.7,3134,NA,"$52,384 ","$708,354 ",68,22,44,6.7,98.65848,670,2000 - 2010
18761,tt0078721,10,10,1979,10/5/1979,"Comedy, Romance",122,USA,English,Blake Edwards,Blake Edwards,Geoffrey Productions,"Dudley Moore, Julie Andrews, Bo Derek, Robert Webber, Dee Wallace, Sam J. Jones, Brian Dennehy, Max Showalter, Rad Daly, Nedra Volz, James Noble, Virginia Kiser, John Hawker, Deborah Rush, Don Calfa","A Hollywood composer goes through a mid-life crisis and becomes infatuated with a sexy, newly married woman.",6.1,14946,NA,"$74,865,517 ","$74,865,517 ",68,77,50,6.1,82.9983,610,1970 - 1980
68242,tt2655788,11.6,11.6,2013,4/3/2013,"Biography, Drama, Thriller",102,France,French,Philippe Godeau,"AgnËs de Sacy, Philippe Godeau",Pan EuropÈenne,"FranÁois Cluzet, Bouli Lanners, Corinne Masiero, Juana Acosta, Johan LibÈreau, Mireille Franchino, StÈphan Wojtowicz, Jean-Claude Lecas, Eric Bernard, Karim Leklou, Jean-Michel Correia, Mohamed Makhtoumi, Christelle Bornuat, Lionnel Astier, Mehdi Nebbou","Toni Musulin has worked as a security guard on an armored truck for 10 years. One day, with 11.6 million Euros on board, he drives off without his two colleagues, committing the """"heist of ...",5.7,2219,NA,NA,"$2,628,870 ",NA,8,16,5.7,82.82802,570,2010 - 2020
48987,tt0488478,12,12,2007,6/27/2008,"Crime, Drama, Thriller",159,Russia,"Russian, Chechen",Nikita Mikhalkov,"Nikita Mikhalkov, Aleksandr Novototskiy-Vlasov",Federal Agency for Culture and Cinematography,"Sergey Makovetskiy, Nikita Mikhalkov, Sergey Garmash, Valentin Gaft, Aleksey Petrenko, Yuriy Stoyanov, Sergey Gazarov, Mikhail Efremov, Aleksey Gorbunov, Sergey Artsibashev, Viktor Verzhbitskiy, Roman Madyanov, Aleksandr Adabashyan, Apti Magamaev, Abdi Magamaev",Twelve jurors must decide the fate of a Chechen adolescent charged with murdering his stepfather.,7.7,13769,"$4,000,000 ","$125,120 ","$7,537,453 ",72,40,70,7.7,103.263,770,2000 - 2010
49930,tt0798817,13 - Se perdi... muori,13,2010,3/1/2010,"Crime, Drama, Thriller",91,USA,English,GÈla Babluani,"GÈla Babluani, Greg Pruss",Alliance Cinema,"Sam Riley, Alice Barrett, Gaby Hoffmann, Jason Statham, Stephen Beach, Mickey Rourke, Emmanuelle Chriqui, Michael Berry Jr., Mike D'Onofrio, Starla Benford, Ray Winstone, Daisy Tahan, Carlos Reig-Plaza, Forrest Griffin, Ed Bergtold","A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.",6.1,39908,NA,NA,"$3,701,600 ",29,97,69,6.1,88.67173,610,2010 - 2020
47793,tt0461892,15,15,2005,10/21/2005,"Action, Drama",95,Romania,"Romanian, French",Sergiu Nicolaescu,"Sergiu Nicolaescu, Dumitru Radu Popescu",Cine TV Film,"Maia Morgenstern, Serban Ionescu, Cristian Iacob, Ioana Moldovan, Daniela Nane, Mihaela Radulescu, Ion Dichiseanu, Valentin Teodosiu, Vladimir Gaitan, Constantin Cotimanis, Eusebiu Stefanescu, Cristian Sofron, Ion Lupu, Daniel Barbulescu, Eugenia Bos‚nceanu",NA,5.7,695,NA,"$3,013 ","$3,013 ",NA,17,1,5.7,77.73925,570,2000 - 2010
38884,tt0262196,19,19,2000,12/5/2002,"Comedy, Drama",83,Japan,Japanese,Kazushi Watanabe,Kazushi Watanabe,GAGA,"Daijiro Kawaoka, Kazushi Watanabe, Takeo Noro, Ryo Shinmyo, Masashi EndÙ, Nachi Nozawa",Stylish road movie in which a kidnapped youth becomes friends with his abductors.,7.1,525,"$300,000 ",NA,"$355,447 ",NA,4,16,7.1,100.9485,710,2000 - 2010
48522,tt0478087,21,21,2008,4/18/2008,"Crime, Drama, History",123,USA,English,Robert Luketic,"Peter Steinfeld, Allan Loeb",Columbia Pictures,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin, Donna Lows, Butch Williams, Ben Campbell","""""21"""" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",6.8,225698,"$35,000,000 ","$81,159,365 ","$159,808,370 ",48,315,152,6.8,88.19132,680,2000 - 2010
